title,authors,isbn13
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,9780872205420
The Odyssey,Homer/Robert Fagles/Bernard Knox,9780143039952
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,9780865165847
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,9780674995833
City Eclogue,Ed Roberson,9781891190230
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,9780192837684
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,9781558321250
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,9780141000589
The Complete Works,William Shakespeare,9780517092941
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,9780521618748
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,9781557831576
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,9780062512796
The Valkyries,Paulo Coelho/Alan R. Clarke,9780062513342
Warrior of the Light,Paulo Coelho,9780060527983
The Zahir,Paulo Coelho/Margaret Jull Costa,9780060832810
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,9780061122095
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,9780060930134
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,9780061124266
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,9780764586033
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,9780764585685
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,9780879232153
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,9780674991200
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,9780872201682
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,9780674991224
The Peloponnesian War,Thucydides/Steven Lattimore,9780872203945
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,9780393971675
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,9780674991873
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,9780929524351
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,9780226307800
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,9780226307848
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,9780226307831
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,9781590171806
Ten Plays,Euripides/Moses Hadas/John Maclean,9780553213638
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,9780226307824
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,9780226307817
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,9780140449297
Cyclops / Alcestis / Medea,Euripides/David Kovacs,9780674995604
Medea,Euripides/Donald J. Mastronarde,9780521643863
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,9780140447262
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,9780195125986
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,9780413752802
The Trojan Women and Hippolytus,Euripides,9780486424620
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,9780393325836
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,9780192832603
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,9780674995338
Alcestis,Euripides/William Arrowsmith,9780195061666
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,9780674995666
Euripides: Medea,William Allan,9780715631874
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,9780822004240
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,9780674995741
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,9780674996007
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,9780715629949
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,9780226307664
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,9780226307787
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,9780226307947
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,9780195135923
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,9780140443332
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,9780872203907
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,9780140441123
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,9780812216271
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,9780226307640
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,9780521539814
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,9781400041923
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,9780812216714
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,9780486292427
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,9781419150012
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,9780226307862
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,9780452011670
The Complete Plays,Sophocles/Paul Roche,9780451527844
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,9780156027649
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,9780140444254
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,9780872205857
The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,9780679431329
Electra and Other Plays,Sophocles/E.F. Watling,9780140440287
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,9780192835888
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,9781580495936
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,9780451621603
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,9780521617352
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,9781416500339
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,9780452007178
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,9780415907446
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,9780812234565
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,9780872203617
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,9780140448146
Acharnians,Aristophanes/Jeffrey Henderson,9781585100873
Clouds,Aristophanes/Kenneth James Dover,9780199120093
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,9780674995376
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,9780140441529
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,9780156027656
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,9780674995963
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,9780198721598
Lysistrata,Aristophanes/Douglass Parker,9780451616227
Peace,Aristophanes/S. Douglas Olson,9780198140818
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,9780140443325
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,9780521774338
The Curious Incident of the Dog in the Night-Time,Mark Haddon,9781400032716
The Night Gardener,George Pelecanos,9780316156509
Twelfth Night,William Shakespeare,9780743482776
Brokeback Mountain,Annie Proulx,9780743271325
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,9780142000281
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,9781576751725
Formas breves,Ricardo Piglia,9788433924636
El último lector,Ricardo Piglia,9788433968777
Money to Burn,Ricardo Piglia/Amanda Hopkinson,9781862076655
Respiración artificial,Ricardo Piglia,9788433924711
Plata quemada,Ricardo Piglia,9788433924629
American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,9780321317100
Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,9780321365200
El túnel,Ernesto Sabato,9788432216428
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,9781565480841
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,9780679783190
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,9781565481244
Augustine of Hippo: A Biography,Peter R.L. Brown,9780520227576
On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,9780024021502
Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,9780872201866
Saint Augustine,Garry Wills,9780143035985
Augustine: A Very Short Introduction,Henry Chadwick,9780192854520
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,9781565482012
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,9780060934910
Confesiones de un chef,Anthony Bourdain,9788466308953
The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,9780156001267
Metamorphoses,Ovid/David Raeburn/Denis Feeney,9780140447897
Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,9780806128948
Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,9780806114569
Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,9780814317327
The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,9780674992559
The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,9780520242609
Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,9780674990470
Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,9780674990463
Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,9780814326114
Tibullus: A Commentary,Michael C.J. Putnam,9780806115603
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,9780691015972
Antigone,Sophocles/Reginald Gibbons/Charles Segal,9780195143102
Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,9780130158857
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,9780226301198
Reading Greek Tragedy,Simon Goldhill,9780521315791
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,9780521011761
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,9780521479349
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,9781585424832
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,9780767907439
Them: Adventures with Extremists,Jon Ronson,9780743233217
The Men Who Stare at Goats,Jon Ronson,9780743270601
Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,9780393061314
Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,9780865475090
Into the Wild,Jon Krakauer,9780385486804
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,9780785268833
Wild Swans: Three Daughters of China,Jung Chang,9780743246989
Wild Fire (John Corey  #4),Nelson DeMille,9780446579674
Born to Be Wild,Catherine Coulter,9780515142396
The Call of the Wild,Jack London/Avi,9780439227148
Wild About Books,Judy Sierra/Marc Brown,9780375825385
In Web Design for Libraries,Charles P. Rubenstein,9781591583660
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,9780805063899
The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,9780394417752
The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,9780140268683
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,9780140137347
The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,9780140251579
Pride and Prejudice,Jane Austen,9780192802385
Pride & Prejudice,Jane Austen/Vivien Jones,9780143036234
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,9781400032808
Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,9780375752674
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,9780385494786
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,9780679783619
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,9780374292799
La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,9788427032224
The Avalanche Handbook,David McClung/Peter Schaerer,9780898868098
Avalanche,Arthur J. Roth,9780590422673
Little Women,Louisa May Alcott,9780451529305
Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,9781402714580
Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,9781931082730
A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,9780743487603
A Tale of Two Cities: Charles Dickens,SparkNotes,9781586633523
Den of Thieves,James B. Stewart,9780671792275
Den of Thieves (Cat Royal  #3),Julia Golding,9781405228183
Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,9780517093399
Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,9780375760051
David Copperfield,Charles Dickens/Gish Jen,9780451530042
What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,9780671882365
Charles Dickens,Jane Smiley,9780670030774
Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,9780140436143
Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,9780465031269
The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,9780060183073
J.K.Rowling,Colleen Sexton,9780822533894
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,9780439321624
J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,9780826452320
The Santaroga Barrier,Frank Herbert,9780765342515
The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,9780765342539
The Eyes of Heisenberg,Frank Herbert,9780765342522
The Birds (Methuen Drama),Sean O'Brien,9780413772787
The Frogs,Aristophanes/B.B. Rogers,9781420926712
"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,9780521834346
Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,9781573921336
Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,9780198145042
Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,9781853991141
Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,9781883011086
Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,9781883011079
The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,9780375415029
The High Window (Philip Marlowe  #3),Raymond Chandler,9780394758268
The Simple Art of Murder,Raymond Chandler,9780394757650
The Big Sleep (Philip Marlowe  #1),Raymond Chandler,9780394758282
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,9780394757681
An Evening of Long Goodbyes,Paul Murray,9780812970401
The Long Goodbye: Memories of My Father,Patti   Davis,9780452286870
